text,score,label
-不可能-可能,0.9951021671295166,Negative
-不可能-可能,0.9951021671295166,Negative
-不可能-可能,0.9951021671295166,Negative
好吧 那他们两个应该见一面了 你觉得呢？,0.7072243690490723,Positive
今晚见 美丽的小姐还有那位贼眉鼠眼的男士,0.7874796390533447,Positive
-我叫小玉-再见 小玉,0.9160694479942322,Negative
龙叔 我们今晚去摔跤比赛吧,0.9911788105964661,Positive
这草帽不错,0.8079472184181213,Positive
你喜欢就好,0.8497444987297058,Positive
也有适合你戴的,0.611301839351654,Positive
好吧 谢了,0.6698044538497925,Positive
我刚才告诉那个家伙你是最厉害的摔跤手,0.6204991340637207,Negative
你得去证明,0.747606098651886,Positive
小玉 除非万不得已,0.924436628818512,Negative
否则不能这样争强好斗的,0.975925087928772,Negative
有道理,0.6573516726493835,Negative
等你到了赛场上让那个牛战士打得落花流水时,0.5995405912399292,Positive
不就是万不得已了吗,0.8649263978004456,Negative
你这想法还真是奇特呢 小玉,0.823025643825531,Negative
龙叔 反正你今晚也没什么事干,0.9708576202392578,Positive
没有吗 我们不是要去找牛符咒吗？,0.6079135537147522,Negative
但你不是说牛符咒远在千里之外吗,0.5765308737754822,Positive
或许它就在我们面前,0.9614669680595398,Positive
没想到成龙还是个体育迷,0.6041815876960754,Negative
什么？,0.7566688656806946,Negative
谁都知道摔跤是假的,0.9724116325378418,Negative
你大老远来这儿为什么不进去试试呢,0.7262402772903442,Negative
龙叔,0.8085207939147949,Positive
晚上好呀 小玉,0.932439386844635,Positive
嗨 帕克,0.8240845799446106,Positive
你真的带他来挑战牛战士了,0.8228865265846252,Negative
不完全是,0.9270458221435547,Negative
帕克 你能告诉我这个是什么吗？,0.9762681126594543,Negative
当然 这是牛战士的标志,0.8353384137153625,Positive
代表他跟牛一样的强壮,0.9816001653671265,Positive
我要是你 也会害怕的,0.7151063084602356,Negative
来吧 小玉 我们去前面坐,0.9680861830711365,Positive
请问牛战士在里面吗？,0.902736246585846,Positive
您好 我是客房服务员我们出了点小差错,0.8106479048728943,Positive
您的面具没有清洗干净,0.9955444931983948,Negative
什么 牛战士从不脱下面具,0.895651638507843,Negative
我也这么跟我老板说 但他不听,0.8052958250045776,Negative
他坚持说您不能戴着脏面具上场,0.9681379199028015,Negative
你好呀 成龙,0.5437934398651123,Positive
你找到符咒了？,0.8165368437767029,Negative
抓住他,0.627557635307312,Positive
人呢？,0.9264808893203735,Negative
先生 该上场了,0.8230711817741394,Positive
朋友们 欢迎来到摔跤大赛,0.9053260087966919,Positive
在今晚的赛场上两位选手将一决胜负,0.9375486969947815,Positive
特洛 面具战神,0.8829714059829712,Positive
从未战败的冠军,0.9412662386894226,Positive
牛战士,0.6558932065963745,Positive
今晚的赢家可以畅饮美酒,0.9638572931289673,Positive
而输家则要摘下面具,0.5894004106521606,Negative
他们从哪找来这么个贼眉鼠眼的家伙,0.9980258941650391,Negative
龙叔？,0.9201489686965942,Positive
太好了 你居然上场了,0.9683084487915039,Positive
因为万不得已,0.9411740303039551,Negative
如果我赢了 牛战士就能脱掉面具,0.7729462385177612,Positive
我就能赶在那群坏蛋前拿到牛符咒,0.9634016752243042,Positive
牛战士,0.6558932065963745,Positive
既然如此 那就来吧,0.5908428430557251,Positive
一 二 三,0.5244331359863281,Positive
牛战士,0.6558932065963745,Positive
胜利,0.8998381495475769,Positive
小玉 你别看,0.9944396018981934,Negative
龙叔不仅输掉了他的面具,0.9953948855400085,Negative
还输掉了尊严 真是遗憾,0.9451163411140442,Negative
是成龙 抓住他,0.5614619255065918,Positive
等等 他还没拿到符咒,0.6261380314826965,Negative
阿龙,0.61735999584198,Negative
阿龙 记住 每种符咒都有不同的魔法,0.9404637217521667,Positive
知道了 老爹 十二生肖符嘛,0.9780703186988831,Positive
还有一件事 你怎么回事,0.9409478306770325,Negative
怎么能这么快就被他打趴下,0.8896779417991638,Negative
他太强了,0.9556492567062378,Negative
可能是牛符咒的力量,0.8201412558555603,Positive
对啊 是符咒的力量,0.6060939431190491,Positive
还有一件事,0.5538066625595093,Negative
龙叔 快起来,0.951518714427948,Positive
牛战士去哪了？,0.8468684554100037,Negative
他已经走了 所有人都走了,0.779567539691925,Negative
比赛结束了,0.7249721884727478,Positive
你怎么能输？,0.9922037124633789,Negative
小玉 是牛符咒赋予了牛战士超强力量,0.980751633644104,Positive
我就知道摔跤是假的,0.9792925119400024,Negative
又要签名吗 帕克？,0.516049861907959,Negative
您的每场胜利我都想纪念下来尊敬的牛战士 谢谢您,0.9838076233863831,Positive
特洛 这位是特鲁,0.6850624084472656,Negative
特鲁 这位是特洛,0.5641128420829773,Negative
特洛 特鲁,0.6049322485923767,Negative
特鲁...,0.93707674741745,Negative
面具给我,0.9748502969741821,Negative
牛战士从不脱下面具,0.8322005867958069,Negative
那我来给你脱,0.9061436653137207,Negative
我先走一步,0.81510990858078,Positive
-他干掉了特鲁-没人能干掉特鲁,0.5907984972000122,Negative
牛战士简直就是大力水手,0.5261083841323853,Negative
黑手党肯定还会再派人来的,0.8027669787406921,Negative
还要来人 真刺激,0.9707358479499817,Negative
牛战士 请等等,0.961081862449646,Positive
我想你刚刚应该睡了个好觉,0.9439489245414734,Positive
听我说 有坏人在追你,0.9867185950279236,Negative
他们想拿走符咒他们知道符咒里面有魔法,0.7304436564445496,Positive
-什么符咒-就是那个,0.9696974158287048,Negative
我不知道你在说什么,0.9819614291191101,Negative
就是你头上那个,0.7333889603614807,Positive
别碰我的面具,0.9963213205337524,Negative
你有危险,0.8520820736885071,Negative
龙叔 他们来了,0.9910825490951538,Positive
他们是摔跤手吗？,0.9762042164802551,Negative
是黑影兵团,0.9404877424240112,Negative
早告诉你龙叔很厉害了,0.9392480254173279,Positive
确实很厉害 但牛战士更厉害,0.6323381066322327,Positive
-才不是-是,0.9664047956466675,Negative
-才不是-是,0.9664047956466675,Negative
-才不是-是,0.9664047956466675,Negative
抱歉,0.928109347820282,Negative
历史重演,0.9488179087638855,Negative
面具被拿走了,0.9643862843513489,Negative
牛战士从不脱下面具,0.8322005867958069,Negative
不要,0.9955495595932007,Negative
龙叔,0.8085207939147949,Positive
放他下来,0.8216738700866699,Negative
给瓦龙带个纪念品回去,0.9612123966217041,Positive
小玉说得没错,0.929896354675293,Positive
你是假的,0.9995232820510864,Negative
龙叔,0.8085207939147949,Positive
特洛先生 我们要去救龙叔,0.9686499238014221,Positive
帕克说得对 我是假的,0.9796368479728699,Negative
别这样 起来 我们走,0.9769118428230286,Negative
借助牛符咒的力量 我才能战无不胜,0.9683364629745483,Positive
我听到龙叔的尖叫声了,0.6796114444732666,Negative
就是那个被你打败两次的家伙,0.5501141548156738,Positive
他现在身陷险境 这是你欠他的,0.9085714817047119,Negative
但是没有面具 我谁都救不了,0.5638534426689148,Positive
嘿 看这儿 面具在这里,0.7748188376426697,Negative
没有符咒 面具毫无作用,0.9934728741645813,Negative
忘记魔法吧,0.9643747806549072,Negative
特洛先生 龙叔曾说过,0.9383735060691833,Positive
智者依靠自己的力量,0.904721736907959,Positive
笨蛋才会依靠外力,0.989909291267395,Negative
什么？,0.7566688656806946,Negative
是啊 我不知道龙叔从哪学来的这句话,0.8112918734550476,Positive
但我想这句话的意思是说,0.6195714473724365,Negative
你不会让一个小女孩独自去面对那些坏蛋的 对吧？,0.9902516603469849,Negative
把他的腿绑紧,0.7332803010940552,Negative
龙叔,0.8085207939147949,Positive
我要来教教这个小丫头 懂点礼貌,0.9617993235588074,Negative
意外吗,0.5887101292610168,Positive
太棒了 龙叔,0.9802616834640503,Positive
不 符咒还在盒子里,0.9890152812004089,Negative
别让他们带走它,0.9816666841506958,Negative
小玉,0.8620415925979614,Negative
有情况,0.9413732290267944,Negative
救命啊,0.8221911787986755,Positive
拉我上去,0.9872379302978516,Negative
我没这么大力气,0.9683210849761963,Negative
没力气？,0.9897584915161133,Negative
符咒,0.6777918934822083,Negative
喂,0.8692213892936707,Positive
哇哦 瞧瞧 我是成龙,0.7942922711372375,Positive
你是机长？,0.9580475687980652,Negative
这不是机长吗,0.9988667964935303,Negative
那现在是谁在开飞机？,0.9972826242446899,Negative
帮忙啊,0.6377136707305908,Negative
牛战士 你不再是我的英雄了,0.5210400819778442,Positive
特洛先生,0.793546736240387,Positive
谢谢你 小玉,0.577707052230835,Positive
但我宁愿失掉尊严也不愿用欺骗取胜,0.992755115032196,Negative
牛战士？,0.7910241484642029,Positive
无所谓,0.9761428833007812,Negative
现在 告诉我 谁才是最强的？,0.8437678217887878,Positive
给你个小提示,0.606191098690033,Positive
我能留着它吗 龙叔,0.9441747069358826,Negative
不行,0.999259889125824,Negative
牛战士,0.6558932065963745,Positive
你能教我摔跤吗？,0.9917049407958984,Negative
我愿用我的毕生经验教你,0.6071103811264038,Positive
你是最厉害的,0.7055068612098694,Positive
不是,0.9900406002998352,Negative
龙叔才是最厉害的,0.6179333925247192,Positive
不是 是牛战士,0.9958230257034302,Negative
-龙叔-牛战士,0.6458213329315186,Negative
-龙叔-牛战士,0.6458213329315186,Negative
-龙叔-牛战士,0.6458213329315186,Negative
成龙 你是怎么保持好身材的？,0.930206835269928,Positive
最重要的就是训练 重复训练,0.7786151170730591,Negative
所有运动,0.6904504895210266,Positive
像是游泳 拳击 羽毛球网球 慢跑 都可以,0.9553967714309692,Positive
记住 一定要运动,0.5364243984222412,Positive
运动才能保持好身材,0.9673103094100952,Positive
（展品区）,0.9518120288848877,Positive
拜托 您一定要把这个符咒给我,0.902833878993988,Negative
时间不多了黑手党马上就要来偷它了,0.9307255744934082,Positive
感谢提醒 成先生,0.9435385465621948,Positive
不管怎么说这里的安保系统最近刚刚升级,0.7228195071220398,Positive
就是为了保护,0.6158064603805542,Negative
世界闻名的粉红钻石,0.7204920053482056,Positive
这样的安保系统连价值连城的宝石都能保护,0.5920945405960083,Positive
你说的那些黑手党完全构不成威胁,0.9847479462623596,Negative
真是对不起 弄坏了你的偷拍相机,0.7105096578598022,Negative
偷拍相机？,0.9925917387008667,Negative
-成龙？-你是黑手党的人,0.9901982545852661,Negative
-喂 走路看着点-抱歉,0.9716663956642151,Negative
你们要去偷符咒 对吧准备什么时候动手？,0.792055070400238,Positive
喂？,0.7696512341499329,Negative
侦察完成了吗 拉苏？,0.7266033887863159,Positive
是的,0.5267373323440552,Negative
很好 那今晚午时就动手,0.9752564430236816,Positive
-今晚？-有问题吗？,0.9619697332382202,Positive
没有 老大,0.9919845461845398,Negative
完全没问题,0.9868703484535217,Positive
绝不能让他们拿走符咒和魔法,0.8758417367935181,Negative
那你准备怎么办？,0.605139970779419,Negative
在他们去之前先混进博物馆,0.9182365536689758,Negative
然后自己偷走符咒吗？,0.9329690933227539,Negative
什么 偷？,0.9990482926368713,Negative
太疯狂了 小玉 你这想法太疯狂了,0.9917930960655212,Negative
你连作案工具都准备好了,0.8792262673377991,Negative
-我跟你一起去吧-不行,0.9510907530784607,Negative
龙叔 拜托了,0.8967803716659546,Positive
明天是感恩节 今晚是感恩节前夕,0.9504656195640564,Positive
你的感恩精神呢？,0.5424017906188965,Negative
小玉 虽然我很想陪你,0.5004993677139282,Positive
但你别忘了,0.5676937103271484,Positive
你和13区还有黑手党同一天闯入我的生活,0.9839966893196106,Negative
一切都乱套了,0.9989293217658997,Negative
你今晚不能和我一起去,0.5429202914237976,Negative
但我保证 明天一定带你去参加游行,0.7867357730865479,Positive
好吧,0.5267407298088074,Positive
我只说我不跟你一起去,0.9949082732200623,Negative
可没说不会跟踪你,0.9391900897026062,Negative
十一点了 黑手党还有一个小时就要来了,0.7130133509635925,Positive
好清凉啊,0.959575355052948,Positive
（主展示区）,0.9271754622459412,Positive
不是吧,0.9971042275428772,Negative
龙叔,0.8085207939147949,Positive
你别想去游行了,0.9990134239196777,Negative
你居然进来了 真酷,0.9691118597984314,Negative
一点也不酷 我违法了,0.9901160597801208,Negative
时间快到了,0.595950186252594,Positive
做点有用的事,0.6308652758598328,Negative
镜子坏了吗,0.9384229779243469,Negative
哇 她好厉害,0.5212463140487671,Positive
-什么？-呃 我是说 加油 龙叔,0.9868721961975098,Positive
你们这些家伙早来了20分钟,0.6055978536605835,Positive
什么家伙 我是单独行动的,0.9933645725250244,Negative
你不是黑手党的吗,0.9696441888809204,Negative
我叫小蛇,0.9676611423492432,Negative
-还有其他人要偷符咒？-还有其他人要偷符咒？,0.7172778248786926,Negative
符咒 我是来拿粉红宝石的,0.5492247343063354,Positive
哇 我长大也要像她一样,0.9062659740447998,Positive
-做个罪犯？-是女版成龙,0.9876898527145386,Negative
她一点也不像我,0.9903265833854675,Negative
那镜子是什么意思？,0.9464616775512695,Negative
年轻克隆版吗？,0.9618834853172302,Positive
离开这儿 否则你会被抓起来的,0.8509348034858704,Negative
你才知道我们都会去坐牢吗？,0.5850322842597961,Negative
我不是罪犯 我是考古学家,0.8519929051399231,Positive
-糟了-糟了,0.9980815649032593,Negative
小蛇,0.9693506956100464,Negative
别跟着我,0.995721697807312,Negative
没问题,0.9653735756874084,Positive
龙叔 我们发财了,0.9967117309570312,Positive
宝石？,0.563156247138977,Negative
啊 符咒,0.9815645813941956,Negative
小蛇 回来,0.6593530774116516,Negative
小蛇！,0.9952729344367981,Negative
待这别动,0.828750729560852,Negative
不许动 举起手来,0.9893029928207397,Negative
我们下去,0.7239069938659668,Negative
他们搞不清楚是谁打晕了他们,0.9553644061088562,Negative
（警察）,0.6065433025360107,Negative
成龙 小偷？,0.9358927607536316,Negative
这个人还有点儿希望,0.9065834879875183,Positive
他偷的是粉红宝石,0.9622358083724976,Negative
还有符咒,0.5038082003593445,Negative
马上去监狱 拉苏,0.9495297074317932,Negative
如果符咒在成龙手上这个会带你找到它,0.7234496474266052,Positive
成龙 你为什么要去偷粉红宝石,0.6800745129585266,Negative
十二生肖不包括宝石,0.8552284836769104,Negative
它没有魔法,0.9704664349555969,Negative
我知道 老爹 这事一两句说不清楚,0.5720385909080505,Positive
还有一件事 你是个罪犯,0.9945959448814392,Negative
你给小玉做了个非常坏的榜样,0.9969149827957153,Negative
我知道,0.5676827430725098,Negative
所以我才需要你马上坐飞机来这边...,0.9906467199325562,Negative
还有一件事,0.5538066625595093,Negative
等等 我要接个电话,0.899641215801239,Negative
不 老爹 你不知道怎么做,0.9915880560874939,Negative
我只能打一个电话,0.9901239275932312,Negative
你好 这里是老爹古董店请问有什么事呢？,0.9905823469161987,Positive
成龙 有访客,0.8136137127876282,Positive
感恩节快乐 龙叔,0.9293009042739868,Positive
小玉 你还好吗？,0.5254018902778625,Negative
大猫要睡着了,0.5802586078643799,Positive
什么？,0.7566688656806946,Negative
-猫在包里-什么？,0.8851801753044128,Negative
粉红宝石在我这,0.6745615005493164,Positive
我趁你不注意的时候拿过来了,0.7628785371780396,Positive
我好像有点像小蛇了,0.9861282110214233,Negative
别再提小蛇了 她是个坏榜样,0.9980347752571106,Negative
马上把宝石交给警察,0.7486231327056885,Positive
我才不会把宝石带这来呢,0.9649208784103394,Negative
还有 我们要拿回符咒,0.5235958695411682,Positive
你自己也说过,0.5676586627960205,Positive
我要去找小蛇 跟她做个交易,0.9422023296356201,Negative
我们会在一条破桥下面见面,0.7311663627624512,Positive
纽约有好多这样的又酷又破的老桥,0.8136284947395325,Positive
小玉 布莱克警长马上就要来处理这件事了,0.992150068283081,Positive
等我出来了 我会去找小蛇,0.5822807550430298,Negative
这么好玩的事 你居然想一个人去,0.6485720872879028,Negative
我是说真的 小玉,0.973599910736084,Negative
我不知道蛇符咒的力量有多大,0.5767096281051636,Positive
小蛇 甚至是整个城市 都会有危险,0.9796301126480103,Negative
娃娃脸又回到犯罪现场了？,0.935884952545166,Negative
他为什么要做这种蠢事？,0.9988687634468079,Negative
我要这个玩意儿有什么用？,0.9815266728401184,Negative
现在你看得见我,0.7935671806335449,Positive
现在看不见了,0.9773329496383667,Negative
你好呀 老兄,0.8985263705253601,Positive
你想干什么？,0.8200828433036804,Negative
-那条无腿爬虫下面的石头是什么样-什么？,0.9125773310661316,Negative
告诉我 蛇在哪里睡觉,0.916875422000885,Negative
你在说些什么？,0.9783048629760742,Negative
蛇符咒在哪？,0.777438223361969,Positive
你没看报纸吗 我拿走的是粉红宝石,0.9473394155502319,Negative
看吧 搜索仪都显示符咒不在这了,0.6785132884979248,Negative
好了 别再打扰我了我的牢饭要冷了,0.7809930443763733,Positive
我会找到它的 成龙,0.9440073370933533,Negative
只是需要一点时间而已,0.6411389112472534,Positive
有鬼,0.9854024648666382,Negative
别怕 娃娃脸 是我,0.7108796834945679,Negative
-小蛇？-独一无二的我,0.6019223928451538,Negative
我发现这小东西的秘密魔法了,0.9435958862304688,Positive
真的吗 是什么...算了 不重要了,0.9884604215621948,Negative
别瞎聊了 我先把你弄出去,0.9911296367645264,Negative
什么 不 我不想越狱,0.9818370938301086,Negative
你难道不想要回你的小玩意吗,0.9586900472640991,Negative
还是我高价卖掉这个蛇符咒？,0.9266635775566101,Negative
-喂 你干什么-我来解决,0.768646776676178,Negative
-跟着我-我看不见你,0.9187219738960266,Negative
东西带来了吗？,0.8162969350814819,Positive
你们到底是什么人？,0.9982028007507324,Negative
我觉得这样做不好,0.9828999638557434,Negative
这可是重罪啊,0.8435302376747131,Negative
你不想要你的宝物了吗,0.9962183833122253,Negative
那就快点 不然黑手党就找到我们了,0.8217378258705139,Negative
干得不错 小玉 你很有犯罪天赋,0.9738882780075073,Positive
真的吗？,0.892358124256134,Negative
不 小玉没有犯罪天赋,0.9953886270523071,Negative
嘿 小蛇 想跟我们一起去游行吗,0.5654158592224121,Positive
小玉 我们不能和罪犯扯上关系,0.7134483456611633,Negative
下次吧 保持警惕哦 小不点,0.8099769949913025,Negative
龙叔 你应该找小蛇约会的,0.9415483474731445,Negative
她是个很酷很酷的阿姨,0.8776431679725647,Positive
什么...这个是假的,0.9992297887802124,Negative
宝石和符咒都被她拿去了,0.9924798011779785,Negative
小蛇骗了我？,0.99834144115448,Negative
古话说 永远别相信小偷的话,0.9790582060813904,Negative
-我们去找她-好的,0.8239890933036804,Positive
喝茶吗？,0.9370793700218201,Positive
你怎么通过我的安保系统的？,0.5980471968650818,Negative
请把符咒给我,0.9576029777526855,Negative
此物不卖,0.9972821474075317,Negative
我没打算买它,0.9750311970710754,Negative
别弄坏了符咒,0.9715832471847534,Negative
你们看得见我吗,0.9884214401245117,Negative
在黑手党面前 你躲不掉的,0.6853889226913452,Negative
放开我,0.7849805355072021,Negative
在窗台上,0.8158640265464783,Positive
快追 顺便把宝石也给我拿来,0.9573341608047485,Positive
找不到她,0.9972378015518188,Negative
他们找到了,0.6187642812728882,Positive
小玉 你去看看游行,0.6242995858192444,Positive
在这等着 我会给你带瓶苏打水回来,0.9000378251075745,Positive
非常抱歉 我会还回来的 谢谢,0.6653414964675903,Negative
-喂-小心,0.8414443135261536,Negative
-小心点-抱歉 借过,0.9985446929931641,Negative
小心,0.5178912878036499,Positive
成龙 很抱歉我骗了你,0.9887869954109192,Negative
别怪我行吗,0.774564802646637,Negative
这是我的标志蛇符咒 小蛇 懂了吗？,0.6407182812690735,Positive
给你,0.6724468469619751,Negative
龙叔 看看是不是真的,0.7598732113838196,Negative
我的苏打水呢？,0.9926398992538452,Negative
黑影兵团来了,0.8177626132965088,Positive
-快看-他们在那,0.5384774208068848,Positive
我在这 不对 我在这,0.9927666187286377,Negative
可能我在这呢 或者在这儿？,0.7104166150093079,Negative
也许我在这,0.7642503380775452,Negative
也许我哪儿都不在,0.9494352340698242,Negative
吭唷,0.9858332872390747,Negative
干得漂亮 小不点...,0.5283787250518799,Positive
抱歉 我不能和罪犯扯上关系,0.7318515181541443,Negative
你变绿了,0.9826420545578003,Negative
我的,0.9635601043701172,Negative
是自由女神像,0.8354590535163879,Positive
什么神像？,0.6717615723609924,Positive
-神像消失了-哪去了？,0.9975067973136902,Negative
我该走了,0.7406320571899414,Negative
很抱歉让你失望了 小不点,0.9924377799034119,Negative
没关系啦,0.5648167133331299,Negative
谢谢你刚刚救了我 娃娃脸,0.9709708094596863,Positive
我欠你一条命,0.9784215688705444,Negative
那就把宝石给我啊 我要还回去的,0.9747325778007507,Negative
警察以为是我偷的 拜托,0.8753014206886292,Positive
龙叔,0.8085207939147949,Positive
我知道你不想让我再提小蛇,0.9048945903778076,Negative
但这是她欠你的,0.7745068669319153,Negative
-怎么会？-别动,0.9789343476295471,Negative
没事了 我拿到宝石了 还给你们,0.9180000424385071,Positive
非常好,0.9833895564079285,Positive
现在告诉我们你把自由女神像弄哪去了,0.9921281337738037,Negative
-成龙？-嗯？,0.6225707530975342,Negative
你在特技表演的时候害怕过吗？,0.9173808693885803,Negative
当然害怕过,0.5043503642082214,Positive
每次做特技的时候,0.7254822254180908,Negative
比如在楼顶上飞奔跳跃在摩托和汽车之间来回穿梭,0.9603995680809021,Positive
我都会心跳加速,0.5151206254959106,Negative
我的确很疯狂 但我不蠢,0.6488591432571411,Negative
我知道我能跑多远 跳多高,0.9401751160621643,Positive
我当然会害怕 我又不是超人 我只是在演超人而已,0.9088467359542847,Negative
当你听到观众的喝彩声时,0.8518323302268982,Negative
你会觉得一切都值了,0.9796558618545532,Positive
（伊斯坦布尔）,0.7376288771629333,Positive
是羊符咒,0.8622986078262329,Positive
我有一只小羊了,0.8942292332649231,Positive
不在我这 你们信吗？,0.9774028658866882,Negative
看来是不信了,0.9719003438949585,Negative
-喂？-龙叔 救我,0.9786309003829956,Positive
小玉 怎么了,0.9599918127059937,Negative
别再把我留在老爹这了,0.9642401933670044,Negative
他只知道吃绿豆和白米饭 满身的蒜味,0.992948055267334,Negative
太无聊了,0.9989433884620667,Negative
我让他带我去驼鹿游乐园,0.6409968733787537,Positive
他居然说坐过山车会消化不良,0.9878022074699402,Negative
-不-我就知道你不信,0.9981287121772766,Negative
答应我 你一回来就带我出去好吗？,0.6640260219573975,Positive
好了 行了 我答应 我挂了,0.9327740669250488,Positive
瓦龙 得分,0.7547323107719421,Positive
那成龙呢？,0.7329086065292358,Negative
我们会想念他的,0.8574327230453491,Positive
快跳车,0.9922258853912354,Negative
他这样怎么可能是人类啊,0.9883853197097778,Negative
真是倒霉,0.9982159733772278,Negative
快飞起来,0.6988649964332581,Positive
抢到了,0.9367462992668152,Positive
不,0.983972430229187,Negative
这是我干的？,0.9987216591835022,Negative
-龙叔-小玉,0.5994052290916443,Negative
-你...-我要去驼鹿游乐园,0.9962167143821716,Negative
什么？哦 好的,0.9528274536132812,Positive
但我想先回家 然后睡一觉,0.6590590476989746,Positive
-成龙-老爹,0.6104767918586731,Negative
你给我带什么了？,0.963722288608551,Negative
羊符咒,0.815639078617096,Positive
很好 我们可以开始研究了,0.9959666728973389,Positive
但我好累啊,0.6650377511978149,Positive
抱歉 等等,0.8228541612625122,Negative
什么 你听到什么了？,0.641464352607727,Negative
我听到小羊不肯告诉我它的魔法,0.6965472102165222,Positive
-龙叔 去驼鹿游乐园-我听到你的脚步声,0.6772670745849609,Positive
说你想来翻译一下这些古文,0.5994267463684082,Negative
拜托 老爹 我坐了18个小时的车,0.9781879186630249,Positive
我跳了飞机 还追了一路的火车,0.996863603591919,Negative
所以你就应该休息下,0.834195077419281,Negative
来看看这些书啊,0.9812429547309875,Positive
成龙又拿到一个符咒了,0.9484976530075073,Positive
而我什么也没拿到？,0.9880146384239197,Negative
你真没用 瓦龙,0.9848782420158386,Negative
你的人都是傻子,0.9980941414833069,Negative
我不想再听一个雕像废话了,0.9509215950965881,Negative
我不是雕像,0.9556741118431091,Negative
我本来是个巫师,0.7551704049110413,Negative
统治着一个大帝国,0.9242843389511108,Positive
但我的臣民背叛了我,0.8494409918785095,Negative
他们用魔咒将我囚禁,0.7198699116706848,Negative
把我关在这个破雕像里,0.9331075549125671,Negative
我已经困在这900年了,0.8813844919204712,Negative
那12个符咒的魔法都是来源于我的力量,0.9645200967788696,Positive
现在却散落世界各地,0.8712928295135498,Negative
你在吹牛,0.9980727434158325,Negative
集齐十二符咒,0.505811333656311,Positive
我就能重获自由,0.670122504234314,Positive
然后重归江湖,0.714924693107605,Negative
到时候我们就能得到遗失千年的宝藏,0.862439751625061,Positive
听你在这儿废话这么久还算值得 你们说呢？,0.9985827207565308,Negative
成龙 这些图案代表了符咒的魔法,0.9818187355995178,Positive
我们必须找到译文,0.7264828681945801,Negative
数羊数得我瞌睡都来了,0.5930488109588623,Negative
还有一件事,0.5538066625595093,Negative
我们得把符咒藏在魔法盒里,0.7774921655654907,Positive
不能让那群坏蛋找到,0.991868257522583,Negative
还有一件事 保持清醒,0.5772483944892883,Positive
你梦游时打破了好几件古董,0.9249029755592346,Positive
我没有梦游,0.6139960289001465,Positive
所以你打破我的古董是因为好玩？,0.7186159491539001,Positive
我要用最简单的方法找出它的魔法,0.8711566925048828,Positive
希望它不是爆炸头符咒,0.9207615256309509,Positive
魔法启动,0.9036973714828491,Positive
天呐 我死了,0.9637799859046936,Negative
我没死？,0.7712904214859009,Negative
太酷了 这是鬼符咒,0.8493119478225708,Negative
龙叔一定不信,0.8991250395774841,Negative
喂？,0.7696512341499329,Negative
你们看不见我吗？,0.9716425538063049,Negative
看不见吗？,0.9984861016273499,Negative
那你应该不会介意我摸下你的心脏了吧,0.7513561248779297,Negative
那我自己去驼鹿游乐园啦,0.959089457988739,Negative
（老爹古董店）,0.8075940608978271,Positive
这完全是浪费时间,0.9987431168556213,Negative
也许他们已经把符咒拿到13区藏起来了,0.5795809030532837,Negative
都不知道在哪,0.9981243014335632,Negative
抱歉 你刚说什么？,0.8193135261535645,Negative
不可能,0.944259524345398,Negative
可能,0.837275505065918,Negative
成龙搬起一辆公交车,0.8734069466590881,Negative
砸向我们,0.5849583148956299,Positive
成龙很难对付,0.9333334565162659,Negative
但我们知道你有多想要这玩意儿,0.9665774703025818,Negative
祝贺你 圣主终于拿到第一个符咒了,0.9935065507888794,Positive
我自由了,0.5992186665534973,Positive
羊符咒可以让我重塑躯体,0.9680882096290588,Positive
这是个很好的开始但我还需要其他符咒,0.9307436347007751,Positive
可是找到13区,0.8841112852096558,Negative
肯定不会像从睡着的小女孩手上直接拿走符咒这么容易,0.8596178293228149,Negative
这事是发生在成龙扔公交车之前还是之后？,0.5864441394805908,Positive
那个孩子可能不是真的睡着了,0.7304280400276184,Negative
如果她是灵魂出窍,0.8461385369300842,Negative
那她的身体就有空位了,0.7519422173500061,Positive
挖挖你的鼻孔,0.7256063222885132,Positive
在这种地方没人看得见我简直太无聊了,0.9905266761779785,Negative
我走了,0.6277387142181396,Negative
小玉异常安静啊,0.9946046471595764,Positive
像个小婴儿一样,0.99607914686203,Negative
像个小婴儿一样,0.99607914686203,Negative
符咒呢？,0.8561628460884094,Negative
你是谁啊,0.9872300028800964,Negative
让你恐惧的万恶之源,0.8283275961875916,Negative
-怎么了？-该醒醒了 亲爱的叔叔,0.7864845991134644,Positive
很抱歉 我的身体可装不下我们两个人,0.8826590776443481,Positive
你给我出来 把我的身体还给我,0.9593231081962585,Negative
你可不能睡在地上 龙叔,0.5770062208175659,Negative
我们要回13区了,0.7934483289718628,Negative
是的 13区,0.8337812423706055,Positive
成龙,0.6620670557022095,Negative
该来的还是来了,0.5047283172607422,Positive
龙叔 她不是我 你听见了吗,0.9597071409225464,Negative
尽情喊叫吧 孩子 他们听不见的,0.6120719313621521,Positive
你想用我的身体做什么你想对龙叔做什么？,0.9532879590988159,Negative
龙叔 小心啊,0.8564227819442749,Positive
有人要吃点心吗？,0.9695932865142822,Negative
给我最敬爱的长辈们献上橙子和乌龙茶,0.9866090416908264,Positive
-太好了-谢谢你 小玉,0.8453710079193115,Positive
肯定有毒 不要吃,0.9976510405540466,Negative
龙叔 不要,0.9859099388122559,Negative
-很好吃-还很有营养,0.9846371412277222,Positive
龙叔 她根本就不是我,0.9992215633392334,Negative
你怎么能被这么一点小东西就收买了,0.9583888649940491,Negative
