text,score,label
the earth demon.,0.9622008204460144,NEGATIVE
"No, it won't.",0.9899980425834656,NEGATIVE
(TV plays quietly),0.9878172278404236,NEGATIVE
"Uncle: Jade, TV is too loud.",0.9996176958084106,NEGATIVE
(Turns down volume),0.9975455403327942,NEGATIVE
Still too loud!,0.9982544779777527,NEGATIVE
Grrr...,0.6788067817687988,POSITIVE
I can hear the electricity in the wires. Unplug!,0.9596025943756104,NEGATIVE
(Sighs) I wish there was a way to unplug <i> uncle.</i>,0.9993481040000916,NEGATIVE
There's gotta be a chill-pill potion in here.,0.9975197911262512,NEGATIVE
"Call uncle a lumberjack, 'cause he's gonna be sawing logs.",0.9928850531578064,NEGATIVE
"Jade, the books are laughing at me.",0.9925895929336548,POSITIVE
¶ Not for long ¶,0.5485169291496277,POSITIVE
"tea, dear uncle?",0.9806642532348633,POSITIVE
Yes.,0.9998062252998352,POSITIVE
"Blaaaah! Jade, this tea",0.6517131328582764,NEGATIVE
tastes like it was brewed with beard of goat.,0.9767513275146484,NEGATIVE
One more thing-- it is bitter.,0.9975500702857971,NEGATIVE
One more thing-- it is cold!,0.9992263317108154,NEGATIVE
One more thing--,0.8760471343994141,POSITIVE
(yawning),0.9993894100189209,NEGATIVE
(Snores),0.9993048906326294,NEGATIVE
Hotcha.,0.9941007494926453,POSITIVE
Hmm...,0.9934485554695129,NEGATIVE
-Hak foo? -Here I am.,0.9746513962745667,NEGATIVE
Chan!,0.9986306428909302,POSITIVE
Spanish mackerel technique!,0.9988735318183899,POSITIVE
Unh! Ohh!,0.9682751297950745,NEGATIVE
"Shendu: Stop him, you fop.",0.9986730813980103,NEGATIVE
"I'm trying, you old dragon.",0.9944638609886169,POSITIVE
Aah!,0.9799882173538208,POSITIVE
Shendu: Without touching the good magic.,0.9997177720069885,NEGATIVE
(Both grunt),0.9942027926445007,NEGATIVE
Valmont: I've got it.,0.9995380640029907,POSITIVE
"Shendu: No, you fool. It's good magic.",0.9997082352638245,POSITIVE
Shendu: Get it.,0.9872578978538513,POSITIVE
Gorilla grip. Ohh.,0.9665330648422241,NEGATIVE
(People yelling),0.9974513649940491,NEGATIVE
"Do you hear that, chan?",0.9792601466178894,POSITIVE
The earth demon has been released.,0.8032418489456177,NEGATIVE
"How can that be the earth demon, you baboon?",0.9987220168113708,NEGATIVE
The portal remains to be opened.,0.9601960778236389,POSITIVE
(Yelling),0.9989895224571228,NEGATIVE
That's what Pamplona's famous for--,0.9997816681861877,POSITIVE
(rumbling),0.9946942925453186,NEGATIVE
The running of the bulls.,0.9945588707923889,POSITIVE
Yaaahhh!,0.9685766696929932,NEGATIVE
Shendu: The box!,0.9986618757247925,POSITIVE
Huh? What? Oh.,0.9934778213500977,NEGATIVE
Yaaahh!,0.8612343072891235,NEGATIVE
Uhh! Uhh! Ohh!,0.9742456674575806,NEGATIVE
Hoo-aaahhhh!,0.8501549363136292,NEGATIVE
Mouse runs through maze!,0.674669086933136,POSITIVE
(Grunting),0.9929026961326599,NEGATIVE
<i>Hasta luego!</i>,0.9789019227027893,POSITIVE
Wha? Huh?,0.9969509840011597,NEGATIVE
Mouse takes cheese.,0.9542637467384338,NEGATIVE
(Snoring),0.9992189407348633,NEGATIVE
So...How deep is the sleep?,0.9982103109359741,NEGATIVE
(Clang),0.9848520159721375,NEGATIVE
Yea deep. (Telephone rings),0.9819944500923157,NEGATIVE
- Uncle's rare finds. May I help you? - Jade?,0.9932287931442261,POSITIVE
Jackie! How's Spain? You get a chance,0.9974870681762695,POSITIVE
to wear that smelly old armor yet?,0.9906328916549683,NEGATIVE
"No, but I did get a chance",0.9952488541603088,POSITIVE
to be bowlegged and saddle-sore.,0.9995226860046387,NEGATIVE
Let me speak with uncle.,0.9882645606994629,POSITIVE
(Snoring),0.9992189407348633,NEGATIVE
Uncle's taking a nap.,0.9292783737182617,NEGATIVE
"Oh, that's wonderful!",0.9998716115951538,POSITIVE
(Stammering) No. Wake him up.,0.9925954937934875,NEGATIVE
I need uncle here in Spain immediately.,0.9866662621498108,NEGATIVE
Errrr...He...Uh...,0.9955613613128662,NEGATIVE
Just went into the bathroom. You know how he gets,0.9905320405960083,NEGATIVE
when you interrupt his private time.,0.9716295003890991,NEGATIVE
I'll give him the message.,0.968863844871521,POSITIVE
Mm-hmm. Yeah. Uh-huh.,0.7012240886688232,NEGATIVE
Yeah. Uh-huh. Earth demon?!,0.9017675518989563,NEGATIVE
"Uh, mm-hmm. Yeah, uh-huh. Yeah.",0.8217942118644714,POSITIVE
"Chi spell. Mm-hmm. Yeah, ok. I'll tell him.",0.9980995059013367,POSITIVE
And how long,0.9882004261016846,NEGATIVE
does the deep sleep spell last?,0.9971342086791992,NEGATIVE
"Wake up! Wake up, wake up, wake up!",0.9938732385635376,POSITIVE
(Sighs),0.997162401676178,NEGATIVE
(Snores),0.9993048906326294,NEGATIVE
We should have forced uncle to count sheep.,0.9993744492530823,NEGATIVE
"Sheep! Tohru, you are da bomb!",0.9977344274520874,NEGATIVE
I'll use the sheep talisman,0.9901678562164307,NEGATIVE
to astro-project myself into rip Van uncle's dreams.,0.9974507689476013,POSITIVE
"Where you will tell him about the earth demon,",0.9511927366256714,POSITIVE
and he will offer you...,0.9992769360542297,POSITIVE
A chi spell.,0.9964434504508972,POSITIVE
Incoming!,0.9978669881820679,POSITIVE
Whoa. Sheep again.,0.9623299241065979,NEGATIVE
Jade. How happy I am to see you!,0.9998583793640137,POSITIVE
You are?,0.9940624833106995,POSITIVE
You are my favorite person,0.9998390674591064,POSITIVE
in the whole wide world.,0.9996028542518616,POSITIVE
You're not uncle. What've you done with him?,0.9947630763053894,NEGATIVE
Heh heh heh!,0.9653533697128296,NEGATIVE
"Oh, oh, Jade, you are such a card.",0.9993002414703369,POSITIVE
Heh heh heh.,0.962411642074585,NEGATIVE
(Uncle hums cheerfully),0.9984875917434692,POSITIVE
Ha ha ha ha ha!,0.9403687119483948,NEGATIVE
¶ Hee hee hee hee-hee hee-hee ¶,0.9876731038093567,NEGATIVE
it's only a dream.,0.7217246890068054,NEGATIVE
It's only a dream.,0.7217246890068054,NEGATIVE
Just give me the ingredients to cast a spell,0.9659863710403442,POSITIVE
"against the earth demon, and you can go",0.9966442584991455,POSITIVE
back to being all weird. Ok?,0.8911470770835876,POSITIVE
"Oh, must I think about demons?",0.9774093627929688,NEGATIVE
Happy thoughts.,0.9998795986175537,POSITIVE
Only happy thoughts.,0.996407687664032,POSITIVE
Uncle! I need the chi spell! Now!,0.9415104985237122,NEGATIVE
O...K... Little miss cranky.,0.9966254234313965,NEGATIVE
First you need the symbol of the immortal,0.8428576588630676,NEGATIVE
who originally defeated the earth demon.,0.85760897397995,POSITIVE
And that would be?,0.9182348847389221,NEGATIVE
A flower!,0.9998186230659485,POSITIVE
Second...,0.9370540380477905,NEGATIVE
(Yawning),0.9993894100189209,NEGATIVE
You need the key ingredient,0.894878089427948,NEGATIVE
found - in every chi spell--,0.9655507206916809,POSITIVE
hair of ewe.,0.989994466304779,POSITIVE
Didn't know my hair was so potent.,0.9901279807090759,POSITIVE
And third?,0.9436998963356018,NEGATIVE
"For that, I must do research.",0.9216501712799072,NEGATIVE
(Yawns) After a nap.,0.9967390894889832,NEGATIVE
Uncle!,0.9964655637741089,POSITIVE
Uncle!,0.9964655637741089,POSITIVE
- Grrr! - Well?,0.9775869250297546,NEGATIVE
Grab Mr. happypants.,0.9634456038475037,POSITIVE
We're flying to Spain.,0.9924606680870056,POSITIVE
"""Mr. happypants""?",0.7218061685562134,POSITIVE
But what if uncle does not wake in time to cast the chi spell?,0.9990069270133972,NEGATIVE
We have a long flight to catch up on our <i> research!</i>,0.9565762877464294,POSITIVE
Black: Black.,0.9972355961799622,NEGATIVE
Captain black.,0.9659425020217896,POSITIVE
I've been trying to reach you for hours.,0.9877420663833618,NEGATIVE
"Sorry, Jackie. Company softball game.",0.999735414981842,NEGATIVE
Guess who hit a home run.,0.9924492835998535,NEGATIVE
"You did? Oh, congratula--oh. No.",0.99327152967453,NEGATIVE
"Listen, I need help from satellite surveillance.",0.9915884137153625,NEGATIVE
I have lost valmont's trail.,0.999451220035553,NEGATIVE
"Shendu: So good to see you out and about, dai gui.",0.9998181462287903,POSITIVE
Rahrr...,0.9928461909294128,NEGATIVE
Too many flowers.,0.9993901252746582,NEGATIVE
"Dai gui does not like ""pretty.""",0.9974519610404968,NEGATIVE
My kingdom must be submerged,0.9805323481559753,NEGATIVE
into the depths of the earth.,0.9960682392120361,POSITIVE
Do not stand there!,0.9996639490127563,NEGATIVE
Start digging!,0.995926022529602,POSITIVE
D-d...Digging?,0.9955931305885315,NEGATIVE
"Shendu: We would be most happy to assist,",0.9994112253189087,POSITIVE
"burliest of brothers, but...",0.9872906804084778,NEGATIVE
"We have other portals to seek,",0.6597626209259033,POSITIVE
family to release.,0.9997214674949646,POSITIVE
Rahrrr...,0.9904802441596985,NEGATIVE
"Very well, then.",0.999829888343811,POSITIVE
The dirty work shall be mine alone.,0.9855465888977051,NEGATIVE
Yaaahh! Aaahhh! Aaahhh!,0.9684056043624878,NEGATIVE
Yaaahhh! Aaahhh! Aaahhh!,0.975357711315155,NEGATIVE
Hak foo: Antelope flee raging bull!,0.9861693382263184,NEGATIVE
Ratso: Land shark!,0.62593013048172,NEGATIVE
Hmm?,0.9931548833847046,NEGATIVE
Bwaahh!,0.9732368588447571,NEGATIVE
Gahh!,0.9552279114723206,NEGATIVE
Yeee-ohhhhh!,0.7808172106742859,NEGATIVE
"Yohh! Oh! Ow! Ow! Oh, ow!",0.9739665985107422,NEGATIVE
Gooww!,0.9745059013366699,NEGATIVE
Rahrrr...,0.9904802441596985,NEGATIVE
You are either a very large grub,0.885348379611969,NEGATIVE
or this Jackie chan,0.9757612943649292,POSITIVE
of whom all demons speak.,0.7557401061058044,NEGATIVE
Grub. Grub.,0.9983305335044861,NEGATIVE
"Consider yourself buried, Jackie chan!",0.9970428347587585,NEGATIVE
Yaaahh!,0.8612343072891235,NEGATIVE
Nnaaahhhh!,0.9587864875793457,NEGATIVE
(Panting fearfully),0.9977522492408752,NEGATIVE
What do I have to lose?,0.9807454347610474,NEGATIVE
"If you have powers,",0.9949684739112854,POSITIVE
now would be a good time to demonstrate!,0.9997554421424866,POSITIVE
Look what <i> I</i> found.,0.9890641570091248,POSITIVE
Raahhrr!,0.9852288365364075,NEGATIVE
Grub...Or flatworm?,0.9984540939331055,NEGATIVE
Hah...Hah hah... Hah--huh?,0.9977515339851379,NEGATIVE
Hup!,0.9968817234039307,POSITIVE
Didn't feel a thing.,0.9976867437362671,NEGATIVE
(Snoring),0.9992189407348633,NEGATIVE
We got all the chi ingredients.,0.9989798665046692,POSITIVE
We're golden.,0.9998679161071777,POSITIVE
"Good, because it does not seem",0.9997294545173645,POSITIVE
the sleep spell will wear off anytime soon.,0.9995423555374146,NEGATIVE
"About that little screwup, t...",0.9913944602012634,NEGATIVE
Maybe Jackie doesn't need to know about sleeping beauty here?,0.9961420893669128,NEGATIVE
But...How can Jackie <i>not</i> notice?,0.9975680708885193,NEGATIVE
Earthquake?,0.9945111274719238,NEGATIVE
Earth <i> demon.</i>,0.9890987873077393,NEGATIVE
Raahhhrrr!,0.9759442806243896,NEGATIVE
Raaahhhrrr!,0.9844768643379211,NEGATIVE
Unhh!,0.9674023389816284,NEGATIVE
Arrhh! Yarhh! Rahhrr!,0.9952855706214905,NEGATIVE
Jackie!,0.9993489384651184,POSITIVE
Uncle!,0.9964655637741089,POSITIVE
Raahhrr!,0.9852288365364075,NEGATIVE
Whoops.,0.9029900431632996,POSITIVE
Raahhrr!,0.9852288365364075,NEGATIVE
Uncle! - You look rested.,0.9599171876907349,POSITIVE
Did you bring the chi spell?,0.9792502522468567,NEGATIVE
(Snoring),0.9992189407348633,NEGATIVE
Yes!,0.9998160004615784,POSITIVE
Where is it? Ow!,0.9976189732551575,NEGATIVE
Uh...Uncle needs preparation time.,0.9990857839584351,NEGATIVE
I will keep dai gui busy.,0.9664415121078491,POSITIVE
Uhhhh!,0.966008722782135,NEGATIVE
Arrhhh!,0.9943498969078064,NEGATIVE
I shall shell you of that armor.,0.9557533264160156,NEGATIVE
I bet that you are soft inside...,0.9986442923545837,POSITIVE
Like a lichee nut.,0.9837892055511475,NEGATIVE
Nnn...Uncle! Hurry!,0.9972467422485352,NEGATIVE
Huh?,0.9917182922363281,NEGATIVE
(Snoring),0.9992189407348633,NEGATIVE
Nnn...Gnhh...Duhh!,0.9970871806144714,NEGATIVE
Uncle! This is no time for a nap!,0.982894778251648,NEGATIVE
"No sweat, Jackie. We're just about ready to chi.",0.9990955591201782,POSITIVE
<i>You</i> made the chi spell?,0.6403225064277649,NEGATIVE
Talk later!,0.9960786700248718,POSITIVE
And now for the hair of me.,0.9939150214195251,POSITIVE
Jade! The spell!,0.9950502514839172,POSITIVE
"Hit it, t!",0.9287997484207153,POSITIVE
(Chanting like uncle),0.9749330878257751,NEGATIVE
(Chanting),0.9127614498138428,POSITIVE
(Repeating),0.9632018804550171,NEGATIVE
Ohhh!,0.965803861618042,POSITIVE
(Chuckles embarrassedly),0.982761800289154,NEGATIVE
Aim still needs work.,0.996010422706604,NEGATIVE
No portal has opened.,0.9951549768447876,NEGATIVE
The chi spell did not work.,0.9997802376747131,NEGATIVE
Mmm...But... I followed the instructions!,0.9661230444908142,POSITIVE
Ohhh...,0.937544047832489,NEGATIVE
Dai gui does not like flowers.,0.9967503547668457,NEGATIVE
"Oh, no!",0.9932090640068054,NEGATIVE
(Uncle yawning),0.9972688555717468,NEGATIVE
(Yawning),0.9993894100189209,NEGATIVE
"Good morning, Jade!",0.999808132648468,POSITIVE
Raahhrrr!,0.982284426689148,NEGATIVE
Aiyaaaahhh!,0.7214394807815552,NEGATIVE
"Uncle, we have the ingredients.",0.9984642267227173,POSITIVE
What are we doing wrong?,0.9990353584289551,NEGATIVE
I see no hair of ewe.,0.9969311952590942,NEGATIVE
"I keep plucking, I'm gonna get a bald spot.",0.9961652755737305,NEGATIVE
"No, Jade. Ewe. A female sheep.",0.995974600315094,NEGATIVE
"Well, there's plenty of those... In your dreams.",0.9975186586380005,POSITIVE
Wool?,0.9824768900871277,NEGATIVE
(Frantic chanting),0.9946154952049255,NEGATIVE
(Joins in chanting),0.953495442867279,POSITIVE
(Chanting continues),0.8801326751708984,POSITIVE
(Frantic chanting),0.9946154952049255,NEGATIVE
Uhh...Raaahhhh...,0.9976871013641357,NEGATIVE
Uhhh!,0.8921825289726257,NEGATIVE
Here comes my favorite part.,0.9927980303764343,POSITIVE
Dai gui: Nooooooo...,0.9949648380279541,NEGATIVE
Ooooooo...,0.9324558973312378,POSITIVE
"How are you feeling, uncle?",0.9743543267250061,NEGATIVE
Very well... Thank you.,0.9998645782470703,POSITIVE
Except for the demon screaming in my face!,0.9902241826057434,NEGATIVE
One more thing!,0.9907165169715881,POSITIVE
I told you the armor was good armor!,0.9996107220649719,POSITIVE
One more thing!,0.9907165169715881,POSITIVE
You should never question uncle!,0.9693081378936768,POSITIVE
You should've made uncle's tea stronger.,0.9785798788070679,NEGATIVE
He is still cranky.,0.9978020787239075,NEGATIVE
I don't think,0.9937294721603394,NEGATIVE
there's enough tea in China,0.9899678230285645,POSITIVE
to simmer uncle down.,0.9931580424308777,NEGATIVE
But I'll take Mr. sourpuss,0.860456645488739,POSITIVE
over Mr. happypants any ol' day.,0.6396192908287048,POSITIVE
"Hey, Jackie. How many hours a day do you work out?",0.9854201674461365,POSITIVE
"That really depends. If I'm filming the whole day,",0.6299023032188416,NEGATIVE
at least an hour a day.,0.9881354570388794,POSITIVE
"Nothing to shoot for the next couple of days,",0.9947801828384399,NEGATIVE
then at least 3 hour a day.,0.6287838816642761,POSITIVE
After you train so hard...,0.9721894860267639,NEGATIVE
"Ok, I have to watch...",0.9996083378791809,POSITIVE
My diet.,0.9748404026031494,POSITIVE
Nothing...Important... Than health.,0.9997729659080505,NEGATIVE
"Jade, captain black pulled strings",0.9881193041801453,POSITIVE
to get you a seat in the dugout.,0.9925044775009155,POSITIVE
Why aren't you watching the game?,0.9897207617759705,NEGATIVE
"T'ch, and miss the real excitement?",0.9992710947990417,NEGATIVE
You mean danger. The dark hand is here somewhere,0.8469598293304443,NEGATIVE
looking for a demon portal.,0.9939606189727783,NEGATIVE
"So, if they open, you just toot the flute",0.9979338645935059,NEGATIVE
"and high-fly the demon out of the park,",0.9845080375671387,POSITIVE
back where he belongs.,0.9971314668655396,POSITIVE
"Do you have everything you need for the sky demon chi spell, uncle?",0.9882274270057678,NEGATIVE
"Bat wing dust, lotus oil,",0.9989191293716431,NEGATIVE
"hummingbird saliva, root beer.",0.9840729832649231,NEGATIVE
Root beer?,0.993827760219574,NEGATIVE
Sorry. Mine.,0.9997559189796448,NEGATIVE
"Oh, that's your fifth soda.",0.968326985836029,POSITIVE
One for every Fenway frank.,0.989325761795044,POSITIVE
Had to wash 'em down with something.,0.9963327646255493,NEGATIVE
I do not know where she puts it all.,0.9992740750312805,NEGATIVE
"Ooh, pit stop.",0.9857316613197327,NEGATIVE
You have to do this now?,0.980736494064331,NEGATIVE
Hello... 5 sodas.,0.9974150657653809,POSITIVE
"Whoa, boss. We can't go where no man has gone before.",0.8624738454818726,NEGATIVE
"We are not going in, fool.",0.9904190897941589,NEGATIVE
"Hsi wu, the sky demon, is coming out.",0.9949288368225098,POSITIVE
Jade.,0.9039792418479919,POSITIVE
Jade.,0.9039792418479919,POSITIVE
"Tohru, we must prepare the chi spell.",0.9023510217666626,NEGATIVE
Jade!,0.9989451766014099,POSITIVE
¶ Ta-da-da-da-da-da ¶,0.9753050208091736,NEGATIVE
charge!,0.9997876286506653,POSITIVE
I'm sorry. I'll pay for these later. Thank you.,0.9164840579032898,POSITIVE
Get your programs?,0.9990066885948181,NEGATIVE
Foul!,0.9997003078460693,NEGATIVE
Uncle.,0.9736925959587097,POSITIVE
Hold your horses!,0.9995286464691162,POSITIVE
"Welcome back, hsi wu.",0.9997814297676086,POSITIVE
"(Bat hits ball, crowd cheers)",0.9989392161369324,POSITIVE
The crowd roars for me?,0.9992547631263733,POSITIVE
Uncle...,0.9576811790466309,POSITIVE
Hehhhhh...,0.9882035851478577,NEGATIVE
Hyahhhh! Hyah!,0.9788742661476135,NEGATIVE
Ahh...,0.9951754808425903,NEGATIVE
Get...Back...In.,0.994251012802124,NEGATIVE
"Come on, come on, come on.",0.651728093624115,NEGATIVE
About time.,0.9368122220039368,POSITIVE
(Chi chanting),0.6839306950569153,POSITIVE
The old man.,0.9753136038780212,POSITIVE
(Uncle continues chanting),0.6614128351211548,POSITIVE
Add these to our bill.,0.959401547908783,POSITIVE
(Humming),0.9973426461219788,POSITIVE
"I am never going back, mortal.",0.9091944694519043,NEGATIVE
(Uncle still chanting),0.6451281905174255,NEGATIVE
It appears I am here to stay.,0.5083441138267517,NEGATIVE
"Jade's been in the dugout, but she's back in the game.",0.9896929860115051,POSITIVE
Aah!,0.9799882173538208,POSITIVE
Ow.,0.9973366856575012,NEGATIVE
(Hissing),0.9966146349906921,NEGATIVE
"Jade, don't open the door.",0.998412013053894,NEGATIVE
Duh!,0.9888335466384888,NEGATIVE
Now?,0.9690147042274475,NEGATIVE
Please.,0.9994257688522339,POSITIVE
(Plays),0.9767234325408936,POSITIVE
(Grunts),0.9939149022102356,NEGATIVE
Ewww...,0.9904265999794006,NEGATIVE
Retrieve my tail.,0.786736786365509,POSITIVE
It didn't work.,0.999763548374176,NEGATIVE
Of course it did not work. The demon is out of range.,0.9993628859519958,NEGATIVE
The tail.,0.7011659741401672,POSITIVE
"I don't care if you are wearing a dress, valmont.",0.9991142153739929,NEGATIVE
You are not going in the little girls' room.,0.9985130429267883,NEGATIVE
Ach...Ahh...,0.9918802380561829,NEGATIVE
"Captain black, aren't you out of your jurisdiction?",0.9575206637382507,NEGATIVE
Let's just say we love the Red Sox.,0.9996103644371033,POSITIVE
Jackie...,0.9936908483505249,POSITIVE
Check it out.,0.9997097849845886,POSITIVE
(Gremlin sounds),0.8953045606613159,POSITIVE
Aiyaaaa!,0.9233466386795044,POSITIVE
"Jackie, restrain the tail.",0.6143712401390076,NEGATIVE
"Ooh, I'm trying, uncle.",0.8990252017974854,POSITIVE
"Aiy, aiy, aiy!",0.9940840601921082,POSITIVE
"I don't think it likes you, Jackie.",0.9992666840553284,NEGATIVE
Oh.,0.980529248714447,POSITIVE
"Ooh-hoo, get it off. Get it off of me.",0.9936779141426086,NEGATIVE
"The tail seeks its owner: Hsi wu, the sky demon.",0.9555297493934631,NEGATIVE
Hotcha.,0.9941007494926453,POSITIVE
(Gremlin sounds cease),0.9987441301345825,NEGATIVE
This box is now protected by a chi spell.,0.783477783203125,NEGATIVE
Bad magic cannot touch it.,0.999454915523529,NEGATIVE
Until we devise a way to use the tail to our advantage...,0.9957481026649475,NEGATIVE
We must be very cautious.,0.9943069815635681,NEGATIVE
This chi powder will also keep any demon from entering...,0.5301328301429749,POSITIVE
Unless they are invited.,0.9649861454963684,NEGATIVE
Ow. (Hisses),0.9958989024162292,NEGATIVE
"So, I need an invitation, do I?",0.9949033260345459,NEGATIVE
"Hey, Jade, you going to the spring dance Friday night?",0.997914731502533,POSITIVE
Was thinking about it.,0.999151349067688,POSITIVE
"Well, who you gonna go with, a ninja?",0.9653527140617371,NEGATIVE
"Or do you only fight 'em? Hyah, hyah, hyah!",0.9904621243476868,NEGATIVE
"T'ch, you're a riot, drew.",0.9995263814926147,POSITIVE
(Laughter),0.9998162388801575,POSITIVE
"Hey, drew, who you gonna with, your mother?",0.9969692826271057,POSITIVE
(Stammers) N-no. I--I--I...,0.9984428286552429,NEGATIVE
Mama's boy.,0.9919825196266174,POSITIVE
"Thanks, uh...",0.9994938373565674,POSITIVE
I'm hsi w...S-s-Seymour wu...Jahoositz.,0.5570629835128784,NEGATIVE
Jade chan. You must be new.,0.9924772381782532,POSITIVE
"Yeah, I just flew into town. So, Jade, is it true?",0.9933591485023499,POSITIVE
Of course. What?,0.9898855686187744,NEGATIVE
Do you really fight ninjas?,0.9802282452583313,NEGATIVE
You bet.,0.9997316002845764,POSITIVE
And Jackie was knocking them off the roller-coaster tracks.,0.972855269908905,NEGATIVE
That is so awesome.,0.9998713731765747,POSITIVE
"T'ch, that was nothing.",0.9991697072982788,NEGATIVE
"Lately, Jackie's been taking on way worse than ninjas.",0.9991963505744934,NEGATIVE
Like what?,0.6387416124343872,POSITIVE
"Well, you probably won't believe this,",0.9989905953407288,NEGATIVE
"but yesterday, we captured part of a demon.",0.7080406546592712,NEGATIVE
No way.,0.9989392161369324,NEGATIVE
Way. Wanna see it?,0.9971126317977905,POSITIVE
You bet.,0.9997316002845764,POSITIVE
(Dings),0.9979957342147827,NEGATIVE
"Uh, maybe we shouldn't.",0.9981328845024109,NEGATIVE
I wouldn't wanna get you into trouble.,0.9806084632873535,POSITIVE
"T'ch, trouble follows me. Come on in.",0.7979795336723328,POSITIVE
Ok.,0.9997780919075012,POSITIVE
I guarantee you've never seen anything like this.,0.9865330457687378,POSITIVE
"You'd be surprised, Jade.",0.9994884729385376,POSITIVE
"Freaky, huh?",0.5251166820526123,NEGATIVE
"Jade, what are you doing?",0.9885996580123901,NEGATIVE
(Gasps),0.9741412401199341,NEGATIVE
And who are you?,0.9951440095901489,NEGATIVE
"Uncle, what's going on?",0.9940643906593323,NEGATIVE
"Jade opened the box with the ""you know what"" inside.",0.9958674907684326,POSITIVE
"Jade, you know you're not supposed to open the box",0.9832637906074524,NEGATIVE
"with the ""you know what"" inside.",0.9980243444442749,POSITIVE
"Jade, didn't open it. I did.",0.9968430995941162,NEGATIVE
"Hmm, bad magic cannot touch good.",0.9995989203453064,NEGATIVE
"Show me your burn marks, demon boy.",0.9374015927314758,NEGATIVE
"I didn't mean to cause any trouble, sir.",0.8580184578895569,POSITIVE
"I just wanted to see the ""you know what"" inside.",0.9992989301681519,POSITIVE
(Grumbles),0.997564435005188,NEGATIVE
This is Seymour.,0.9898495674133301,NEGATIVE
Hi. Hello.,0.9988075494766235,POSITIVE
"Well, it was nice meeting everybody.",0.9997887015342712,POSITIVE
This friend of Jade's is too polite.,0.9927270412445068,NEGATIVE
"Uncle, Jade finally has a friend her own age.",0.9983853101730347,POSITIVE
This could keep her away from portals and demons.,0.9909600019454956,POSITIVE
"Seymour, thanks for taking the hit.",0.9993647933006287,POSITIVE
Nobody's ever done that for me.,0.9889549016952515,NEGATIVE
"Hey, what are friends for?",0.9988386034965515,POSITIVE
"Well, see you tomorrow?",0.9994388222694397,POSITIVE
Probably.,0.9755369424819946,POSITIVE
(Sighs),0.997162401676178,NEGATIVE
"Ow. Until tomorrow, then.",0.988664984703064,NEGATIVE
Seymour's loads more fun than any of the other kids at school.,0.9991080164909363,POSITIVE
"We like the same things, and he actually listens to me.",0.9990673661231995,POSITIVE
"We're like yin and Yang, Yang and yin.",0.9961094260215759,POSITIVE
Good and evil?,0.9853383302688599,POSITIVE
Left and right. 2 parts of the same whole. Duh.,0.9982498288154602,NEGATIVE
I'm just not sure if Seymour knows it.,0.9992094039916992,NEGATIVE
Why don't you ask him to the school dance?,0.9945605397224426,NEGATIVE
Eww...Like on a date? We're friends.,0.9995977282524109,POSITIVE
"Besides, what if he says no?",0.9988191723823547,NEGATIVE
"Since the tail wants to find its owner,",0.9831364750862122,NEGATIVE
I will coat it with the proper chi spell ingredients...,0.9933263063430786,POSITIVE
Then release it and let it lead us to hsi wu...,0.998829185962677,POSITIVE
"Where it will reattach, infusing the demon with the chi spell...",0.9910901784896851,POSITIVE
Which I will activate by blowing the flute.,0.9918615818023682,POSITIVE
Aiyaah!,0.9950467348098755,POSITIVE
Blow only once the tail attaches.,0.8132747411727905,NEGATIVE
"What's all that, uncle?",0.9977092742919922,NEGATIVE
Mung bean sandwiches for the trip.,0.9638583064079285,NEGATIVE
Trip?,0.7570105195045471,NEGATIVE
The sky demon could be halfway around the globe by now.,0.9518141150474548,NEGATIVE
"So, we going inside to study?",0.5252601504325867,POSITIVE
Maybe later.,0.8708176016807556,NEGATIVE
I--I have something I wanna give you first.,0.9996669292449951,POSITIVE
See? It's a friendship medallion.,0.9992939233779907,POSITIVE
"You know, 2 halves of the same coin.",0.9900437593460083,NEGATIVE
"Gee, I'd love to see how I-- how we look in them.",0.9997735619544983,POSITIVE
Do you have a mirror inside?,0.9495294094085693,NEGATIVE
You really like it?,0.9996728897094727,POSITIVE
You can wear it to the spring dance.,0.998537540435791,POSITIVE
"I'd wear mine, but I don't know if I'm going. Are you?",0.9679133892059326,NEGATIVE
"Me? Why would I-- well, actually,",0.992581844329834,NEGATIVE
"I was thinking about going,",0.9982724189758301,POSITIVE
but I need to call my mother first and get her permission.,0.9979115128517151,NEGATIVE
I guess I'll have to go inside to use your phone.,0.9987998008728027,NEGATIVE
No prob.,0.9988353848457336,NEGATIVE
We got a dog?,0.9858732223510742,NEGATIVE
"Interesting camouflage, uncle.",0.9946117401123047,POSITIVE
I smell a spell.,0.844667911529541,POSITIVE
Strike.,0.9994352459907532,NEGATIVE
"Ahh, hsi wu. I told you I did not like him.",0.9989068508148193,NEGATIVE
You're...You're...,0.999687910079956,POSITIVE
A demon? Still wanna go to the dance with me?,0.9794251322746277,NEGATIVE
Not. Unh.,0.9986222982406616,NEGATIVE
No! After the tail attaches.,0.9686272144317627,NEGATIVE
Ohh!,0.845105767250061,POSITIVE
Yeee!,0.9887266755104065,POSITIVE
"You will remove the spell from my tail, dear uncle,",0.7783317565917969,NEGATIVE
or perish.,0.941624104976654,POSITIVE
Jackie: Uncle!,0.9932492971420288,POSITIVE
"Jade, go back to section 13.",0.8861584663391113,NEGATIVE
But this is personal.,0.995046854019165,POSITIVE
All the more reason.,0.8840913772583008,POSITIVE
